,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_max_depth,param_max_features,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
19,0.015757640202840168,0.00018978042352118407,0.01576987902323405,0.00019232369651377954,,entropy,6,sqrt,0.005,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.6717791411042945,0.6430678466076696,0.6945337620578779,0.669793583256614,0.021057729273861434,1
33,0.026186625162760418,0.007455653981829918,0.010416825612386068,0.007365808463691525,,entropy,9,sqrt,0.01,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.6697247706422018,0.6606060606060606,0.6756756756756757,0.6686688356413127,0.006197288311897337,2
31,0.029110034306844074,0.003862682840602688,0.013290087381998697,0.003750317071610189,,entropy,9,sqrt,0.005,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.6627906976744186,0.649390243902439,0.6855345911949685,0.6659051775906087,0.014919304031176283,3
26,0.08325417836507161,0.007731509012617078,0.005208889643351237,0.007366482378532073,,entropy,9,,0.01,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.6770186335403726,0.6635220125786163,0.6404494382022472,0.6603300281070786,0.015098964325838076,4
57,0.026178439458211262,0.007176821798505589,0.01042334238688151,0.007370419796615721,,gini,6,sqrt,0.01,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.659942363112392,0.6735395189003437,0.6448863636363636,0.6594560818830332,0.011702654363318804,5
55,0.015757640202840168,0.00019179825913744872,0.01563111941019694,9.222276643358013e-06,,gini,6,sqrt,0.005,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.6628242074927954,0.659375,0.65,0.6573997358309317,0.005418568436882608,6
30,0.02649998664855957,0.0076922159119790345,0.0105436642964681,0.007457118813273048,,entropy,9,sqrt,0.005,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.6563380281690141,0.6606060606060606,0.6515580736543909,0.6561673874764885,0.003695795417665478,7
21,0.02657039960225423,0.0033173344411899755,0.007997671763102213,0.006529552597315612,,entropy,6,sqrt,0.01,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.6837060702875399,0.6397694524495677,0.6438356164383562,0.6557703797251545,0.019823143507761123,8
62,0.05516966183980306,0.006549759643903907,0.007877667744954428,0.006378881161324688,,gini,9,,0.01,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.655367231638418,0.6687306501547987,0.6424418604651163,0.6555132474194444,0.010732850081046179,9
9,0.018601179122924805,0.0038264924075248185,0.013136784235636393,0.003517026691391725,,entropy,3,sqrt,0.01,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.6666666666666666,0.6420118343195266,0.6535211267605634,0.6540665425822522,0.010072679164628354,10
7,0.026412566502888996,0.007658126963722063,0.008127450942993164,0.00669190701683216,,entropy,3,sqrt,0.005,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.6666666666666666,0.6420118343195266,0.6535211267605634,0.6540665425822522,0.010072679164628354,10
43,0.01830712954203288,0.0037934413939219296,0.007881561915079752,0.0063797219479328985,,gini,3,sqrt,0.005,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.6666666666666666,0.6412429378531074,0.6535211267605634,0.6538102437601124,0.010381207000341914,12
45,0.020301977793375652,0.006599748299980822,0.012955109278361002,0.0037830474621490862,,gini,3,sqrt,0.01,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.6666666666666666,0.6412429378531074,0.6535211267605634,0.6538102437601124,0.010381207000341914,12
67,0.03152330716451009,0.00019443677898353616,0.010422865549723307,0.00737007903557957,,gini,9,sqrt,0.005,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.6432584269662921,0.6677852348993288,0.6434316353887399,0.6514917657514536,0.011521439520707265,14
25,0.07856941223144531,0.012780841427319917,0.005209287007649739,0.007367044336512219,,entropy,9,,0.005,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.6424418604651163,0.6586826347305389,0.6446991404011462,0.6486078785322672,0.007183284416772145,15
12,0.04905343055725098,0.01165145401332908,0.009549538294474283,0.006836731058112246,,entropy,6,,0.005,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.655367231638418,0.6410256410256411,0.647887323943662,0.6480933988692404,0.0058567428651277445,16
63,0.06813089052836101,0.007350315747341707,0.010420640309651693,0.007368505591833942,,gini,9,,0.01,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.640117994100295,0.6626865671641791,0.6408045977011494,0.6478697196552078,0.010480842323155042,17
32,0.02126773198445638,0.007359980677861486,0.015917380650838215,0.006819004381454642,,entropy,9,sqrt,0.01,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.627906976744186,0.6448863636363636,0.6705882352941176,0.6477938585582224,0.017545419210190868,18
153,0.031061808268229168,0.00027457266909897094,0.005207141240437825,0.007364009763419435,"{0: 1, 1: 2}",entropy,3,sqrt,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.6577540106951871,0.6394366197183099,0.6451612903225806,0.6474506402453591,0.00765125459654126,19
151,0.031399170557657875,0.00019731806743838196,0.00520936648050944,0.007367156728108248,"{0: 1, 1: 2}",entropy,3,sqrt,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.6577540106951871,0.6394366197183099,0.6451612903225806,0.6474506402453591,0.00765125459654126,19
187,0.024481693903605144,0.006654328268628554,0.010425090789794922,0.007371658069874215,"{0: 1, 1: 2}",gini,3,sqrt,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.6577540106951871,0.6394366197183099,0.6451612903225806,0.6474506402453591,0.00765125459654126,19
189,0.023907264073689777,0.006842519963116699,0.007901986440022787,0.0063807926874534186,"{0: 1, 1: 2}",gini,3,sqrt,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.6577540106951871,0.6394366197183099,0.6451612903225806,0.6474506402453591,0.00765125459654126,19
35,0.015758673350016277,0.0001905599759253185,0.018396298090616863,0.0039025223215028446,,entropy,9,sqrt,0.05,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6586666666666666,0.6394366197183099,0.6436170212765957,0.6472401025538573,0.00825807543621128,23
23,0.025966485341389973,0.0029776934957833363,0.008388201395670572,0.0070118011702548074,,entropy,6,sqrt,0.05,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6577540106951871,0.6394366197183099,0.6436170212765957,0.6469358838966975,0.007837637393512495,24
191,0.028723398844401043,0.003574335547005875,0.0,0.0,"{0: 1, 1: 2}",gini,3,sqrt,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6577540106951871,0.6394366197183099,0.6436170212765957,0.6469358838966975,0.007837637393512495,24
155,0.025014877319335938,0.007461926742310828,0.011966864267985025,0.005446424823835899,"{0: 1, 1: 2}",entropy,3,sqrt,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6577540106951871,0.6394366197183099,0.6436170212765957,0.6469358838966975,0.007837637393512495,24
11,0.021109898885091145,0.007457403828399002,0.010417302449544271,0.007366153856897182,,entropy,3,sqrt,0.05,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6577540106951871,0.6394366197183099,0.6436170212765957,0.6469358838966975,0.007837637393512495,24
47,0.02652430534362793,0.004160091617030256,0.002666314442952474,0.0037707380467746523,,gini,3,sqrt,0.05,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6577540106951871,0.6394366197183099,0.6436170212765957,0.6469358838966975,0.007837637393512495,24
49,0.06245501836140951,0.001535606290172104,0.01126424471537272,0.006187775687422516,,gini,6,,0.005,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.6412429378531074,0.6451612903225806,0.6536312849162011,0.646678504363963,0.0051700573545781885,29
0,0.03673370679219564,0.007470008129453077,0.01334683100382487,0.0032280610495807795,,entropy,3,,0.005,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.6435897435897436,0.6533742331288344,0.6417525773195877,0.6462388513460552,0.005100918209209131,30
2,0.039813597997029625,0.0064581023320559655,0.007216294606526692,0.006436023471451681,,entropy,3,,0.01,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.6435897435897436,0.6533742331288344,0.6417525773195877,0.6462388513460552,0.005100918209209131,30
69,0.026883840560913086,0.006176030900188222,0.005209445953369141,0.007367269119704277,,gini,9,sqrt,0.01,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.6532258064516129,0.6563467492260062,0.6285714285714286,0.6460479947496826,0.01242330726195533,32
24,0.08178234100341797,0.01355400546039891,0.005208889643351237,0.0073664823785320735,,entropy,9,,0.005,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.6598240469208211,0.6377245508982036,0.6405797101449275,0.6460427693213174,0.009814298846987658,33
60,0.057862043380737305,0.00983834408698778,0.010550340016682943,0.0074617226926833565,,gini,9,,0.005,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.6666666666666666,0.6398809523809523,0.6311475409836066,0.6458983866770752,0.01511200866757671,34
14,0.047102769215901695,0.0001665206949507321,0.005210081736246745,0.007368168252472509,,entropy,6,,0.01,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.6509695290858726,0.6404833836858006,0.6452513966480447,0.645568103139906,0.004286804450042245,35
51,0.06281701723734538,0.0002127780705422364,0.0,0.0,,gini,6,,0.01,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.64,0.6477272727272727,0.6487252124645893,0.6454841617306206,0.003899230124484564,36
186,0.01644452412923177,0.0008692869415754114,0.01692803700764974,0.003049981315020602,"{0: 1, 1: 2}",gini,3,sqrt,0.005,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.6509186351706037,0.6426592797783933,0.6428571428571429,0.6454783526020466,0.0038477086920912823,37
8,0.029459396998087566,0.007724225714238707,0.007999181747436523,3.7089226689586747e-06,,entropy,3,sqrt,0.01,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.6509186351706037,0.6426592797783933,0.6428571428571429,0.6454783526020466,0.0038477086920912823,37
6,0.026242971420288086,0.007151140080540412,0.010377724965413412,0.007338218570385097,,entropy,3,sqrt,0.005,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.6509186351706037,0.6426592797783933,0.6428571428571429,0.6454783526020466,0.0038477086920912823,37
152,0.015979766845703125,0.0004790537099719089,0.015419403711954752,0.00028199864468025795,"{0: 1, 1: 2}",entropy,3,sqrt,0.01,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.6509186351706037,0.6426592797783933,0.6428571428571429,0.6454783526020466,0.0038477086920912823,37
42,0.02098679542541504,0.007273673854931412,0.01041865348815918,0.00736710071813354,,gini,3,sqrt,0.005,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.6509186351706037,0.6426592797783933,0.6428571428571429,0.6454783526020466,0.0038477086920912823,37
150,0.020632108052571613,0.007511715759093736,0.01563715934753418,1.1187904554987016e-05,"{0: 1, 1: 2}",entropy,3,sqrt,0.005,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.6509186351706037,0.6426592797783933,0.6428571428571429,0.6454783526020466,0.0038477086920912823,37
44,0.028043270111083984,0.0045382042366602605,0.003504037857055664,0.004955457860516876,,gini,3,sqrt,0.01,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.6509186351706037,0.6426592797783933,0.6428571428571429,0.6454783526020466,0.0038477086920912823,37
188,0.03501319885253906,0.00395388102588335,0.007341702779134114,0.005741904958301888,"{0: 1, 1: 2}",gini,3,sqrt,0.01,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.6509186351706037,0.6426592797783933,0.6428571428571429,0.6454783526020466,0.0038477086920912823,37
36,0.032927751541137695,0.0023614195177600497,0.00367124875386556,0.005191929778561999,,gini,3,,0.005,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.6530054644808743,0.6394366197183099,0.6417525773195877,0.6447315538395907,0.005926444289661338,45
38,0.028980811436971027,0.013331425131598997,0.007971763610839844,0.006496881951569434,,gini,3,,0.01,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.6530054644808743,0.6394366197183099,0.6417525773195877,0.6447315538395907,0.005926444289661338,45
66,0.020967721939086914,0.007554064155476295,0.0104215939839681,0.00736918043506989,,gini,9,sqrt,0.005,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.6397694524495677,0.6445783132530121,0.6461538461538462,0.6435005372854753,0.0027155504684388166,47
68,0.03139201800028483,0.0001885877731915575,0.00971380869547526,0.006922431197032321,,gini,9,sqrt,0.01,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.6384839650145773,0.6418338108882522,0.6489675516224189,0.6430951091750828,0.004371845687067845,48
50,0.054841041564941406,0.006896066823747764,0.0006871223449707031,0.0009717377392671728,,gini,6,,0.01,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.646112600536193,0.6368715083798883,0.6456043956043956,0.6428628348401589,0.0042415848161059455,49
61,0.08147970835367839,0.004160961959624848,0.0026929378509521484,0.0038083892314443846,,gini,9,,0.005,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.6468842729970327,0.6574074074074074,0.6210526315789474,0.6417814373277958,0.015274087649454378,50
3,0.04208811124165853,0.007363449050879972,0.0052089691162109375,0.0073665947701281025,,entropy,3,,0.01,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.6435897435897436,0.6363636363636364,0.6380697050938338,0.6393410283490712,0.00308397508909964,51
39,0.042653560638427734,0.006283467932801795,0.004670540491739909,0.0066051417070312835,,gini,3,,0.01,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.6435897435897436,0.6363636363636364,0.6380697050938338,0.6393410283490712,0.00308397508909964,51
1,0.041959524154663086,0.0049939954398534,0.014427661895751953,0.0017071783845529042,,entropy,3,,0.005,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.6435897435897436,0.6354166666666666,0.6380697050938338,0.6390253717834147,0.003404386456109664,53
37,0.029011964797973633,0.003452096788369885,0.011093457539876303,0.007886270396879645,,gini,3,,0.005,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.6435897435897436,0.6354166666666666,0.6380697050938338,0.6390253717834147,0.003404386456109664,53
59,0.01576685905456543,0.00018023151522884165,0.010414838790893555,0.007364404014577416,,gini,6,sqrt,0.05,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6473551637279596,0.6394366197183099,0.6280788177339901,0.63829020039342,0.007911177184682754,55
18,0.018636465072631836,0.0042475638192229215,0.012894074122111002,0.004164388293515275,,entropy,6,sqrt,0.005,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.6601123595505618,0.6428571428571429,0.6053921568627451,0.63612055309015,0.022841648755661265,56
71,0.025126536687215168,0.005139657352908807,0.006916364034016927,0.005260711627249946,,gini,9,sqrt,0.05,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6473551637279596,0.6394366197183099,0.6190476190476191,0.6352798008312962,0.011924446287688299,57
144,0.04701582590738932,0.0001957923539809744,0.005211035410563151,0.007369516951624857,"{0: 1, 1: 2}",entropy,3,,0.005,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.6435897435897436,0.6347607052896725,0.6253041362530414,0.6345515283774859,0.007466533115775525,58
146,0.031255245208740234,3.975232124455706e-06,0.013923565546671549,0.0024087205079958585,"{0: 1, 1: 2}",entropy,3,,0.01,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.6435897435897436,0.6347607052896725,0.6253041362530414,0.6345515283774859,0.007466533115775525,58
180,0.04477604230244955,0.0038075503133155157,0.007878541946411133,0.006381936048979601,"{0: 1, 1: 2}",gini,3,,0.005,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.6435897435897436,0.6347607052896725,0.6253041362530414,0.6345515283774859,0.007466533115775525,58
182,0.03610356648763021,0.003565436375089546,0.01375730832417806,0.0026424950118296322,"{0: 1, 1: 2}",gini,3,,0.01,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.6435897435897436,0.6347607052896725,0.6253041362530414,0.6345515283774859,0.007466533115775525,58
48,0.06084314982096354,0.016190276374250395,0.002667586008707682,0.003772536312311118,,gini,6,,0.005,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.646112600536193,0.6335227272727273,0.6221662468513854,0.633933858220102,0.009780379515178716,62
16,0.04193433125813802,0.006986487827040171,0.010562499364217123,0.007470560303830039,,entropy,6,,0.05,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.6397058823529411,0.6347607052896725,0.6271186440677966,0.63386174390347,0.005177885063238611,63
22,0.021233002344767254,0.007667461636066946,0.013752381006876627,0.004089165902372485,,entropy,6,sqrt,0.05,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.6396396396396397,0.6343042071197411,0.6276276276276276,0.6338571581290028,0.004914061303665276,64
190,0.021353960037231445,0.007815623373535684,0.01578410466512044,0.00021442207603581423,"{0: 1, 1: 2}",gini,3,sqrt,0.05,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.6396396396396397,0.6343042071197411,0.6276276276276276,0.6338571581290028,0.004914061303665276,64
166,0.031261603037516274,2.585006708668167e-06,0.0052068233489990234,0.0073635601970353185,"{0: 1, 1: 2}",entropy,6,sqrt,0.05,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.6396396396396397,0.6343042071197411,0.6276276276276276,0.6338571581290028,0.004914061303665276,64
154,0.026189009348551433,0.007468127288161701,0.015786250432332356,0.000196949460683184,"{0: 1, 1: 2}",entropy,3,sqrt,0.05,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.6396396396396397,0.6343042071197411,0.6276276276276276,0.6338571581290028,0.004914061303665276,64
10,0.023560047149658203,0.006375556393456217,0.0052115122477213545,0.007370191301201032,,entropy,3,sqrt,0.05,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.6396396396396397,0.6343042071197411,0.6276276276276276,0.6338571581290028,0.004914061303665276,64
202,0.03217395146687826,0.004012298570635634,0.005875746409098308,0.005696025443665848,"{0: 1, 1: 2}",gini,6,sqrt,0.05,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.6396396396396397,0.6343042071197411,0.6276276276276276,0.6338571581290028,0.004914061303665276,64
46,0.013924121856689453,0.0024126581719942897,0.01847497622172038,0.004026442146476613,,gini,3,sqrt,0.05,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.6396396396396397,0.6343042071197411,0.6276276276276276,0.6338571581290028,0.004914061303665276,64
28,0.07321047782897949,0.0072956623462902105,0.011748949686686197,0.005473481973840243,,entropy,9,,0.05,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.6390243902439025,0.6347607052896725,0.6271186440677966,0.6336345798671239,0.004925296393988053,71
148,0.043651978174845375,0.004864165130557054,0.01392515500386556,0.0024098447384545882,"{0: 1, 1: 2}",entropy,3,,0.05,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.6397058823529411,0.6347607052896725,0.6253041362530414,0.6332569079652183,0.0059748711269935134,72
4,0.03646564483642578,0.00737333852286715,0.010419448216756185,0.007367664728357871,,entropy,3,,0.05,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.6397058823529411,0.6347607052896725,0.6253041362530414,0.6332569079652183,0.0059748711269935134,72
184,0.0360713799794515,0.004109851957855917,0.014424959818522135,0.0017053790182353936,"{0: 1, 1: 2}",gini,3,,0.05,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.6397058823529411,0.6347607052896725,0.6253041362530414,0.6332569079652183,0.0059748711269935134,72
5,0.04215017954508463,0.007342862877672071,0.010396162668863932,0.007351380867501344,,entropy,3,,0.05,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.6397058823529411,0.6347607052896725,0.6253041362530414,0.6332569079652183,0.0059748711269935134,72
29,0.071990172068278,0.012841696134323316,0.015767574310302734,0.00019106905191174566,,entropy,9,,0.05,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.6397058823529411,0.6347607052896725,0.6253041362530414,0.6332569079652183,0.0059748711269935134,72
65,0.08041071891784668,0.003763521397624788,0.008049090703328451,0.006390478826800921,,gini,9,,0.05,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.6397058823529411,0.6347607052896725,0.6253041362530414,0.6332569079652183,0.0059748711269935134,72
53,0.059807936350504555,0.0041722654671414085,0.018322149912516277,0.0037985192027513467,,gini,6,,0.05,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.6397058823529411,0.6347607052896725,0.6253041362530414,0.6332569079652183,0.0059748711269935134,72
41,0.030866622924804688,0.000874039410975665,0.015624284744262695,1.215700987241932e-06,,gini,3,,0.05,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.6397058823529411,0.6347607052896725,0.6253041362530414,0.6332569079652183,0.0059748711269935134,72
